Time,cpu,diskio,mem,networkReceived,networkTransmitted,replica,responsetime,totalcpuUtilization,totalmemoryUtilization
2020-08-16 09:20:43.920,0.007773730326139868,0.01111111111111111,0.25997161865234375,3339.244444444444,14246.422222222222,1.0,0.488082,7.981481481481516,12.233923925973311
2020-08-16 09:20:58.920,0.007773730326139868,0.009333333333333292,0.25997161865234375,3873.288888888889,15723.777777777777,1.0,0.5118779999999999,7.981481481481516,12.233923925973311
2020-08-16 09:21:13.920,2.098689668862674,0.009422222222222288,0.086212158203125,4547.866666666667,15719.333333333334,1.0,0.538424,9.911111111111094,12.29472358847314
2020-08-16 09:21:28.920,3.036814919055457,0.00986688593079844,0.086212158203125,4813.262516944821,17906.553478966198,1.0,0.488164,9.911111111111094,12.29472358847314
2020-08-16 09:21:43.920,7.7827024774972315,0.009777777777777805,0.1797199249267578,5076.977777777777,16989.444444444445,1.0,0.511858,15.66967710393563,12.431408544017879
2020-08-16 09:21:58.920,10.400130168703035,0.008977777777777696,0.1797199249267578,5467.466666666666,18428.177777777775,1.0,0.5245259999999999,15.66967710393563,12.431408544017879
2020-08-16 09:22:13.920,10.46431410349854,0.009155352103286572,0.11076927185058594,5930.757094286793,17529.610453101042,1.0,0.515282,19.94074074074077,12.490771479799134
2020-08-16 09:22:28.920,7.487391146288265,0.00951111111111105,0.11076927185058594,6124.466666666666,18936.577777777777,1.0,0.511431,19.94074074074077,12.490771479799134
2020-08-16 09:22:43.920,20.11155449219345,0.010488888888888917,0.8337974548339844,6305.022222222222,18030.42222222222,1.0,0.510323,25.511111111111113,12.221042364826056
2020-08-16 09:22:58.920,20.11155449219345,0.010044444444444404,0.8337974548339844,8076.711111111111,20537.177777777775,1.0,0.5504439999999999,25.511111111111113,12.221042364826056
2020-08-16 09:23:13.920,21.054993492832942,0.020177777777777805,0.49767494201660156,10726.822222222221,32808.777777777774,5.0,0.501527,29.507407407407417,12.201646554125253
2020-08-16 09:23:28.920,21.054993492832942,0.019911111111111126,0.49767494201660156,11035.777777777777,34586.444444444445,5.0,0.5766760000000001,29.507407407407417,12.201646554125253
2020-08-16 09:23:43.920,27.47958366741779,0.01955599013311413,0.8009910583496094,9817.129269539324,32227.09393542079,5.0,0.7020040000000001,35.20746831140378,12.294919505752947
2020-08-16 09:23:58.920,27.47958366741779,0.01795555555555555,0.8015155792236328,8620.733333333334,33189.82222222222,9.0,0.706173,35.20746831140378,12.294919505752947
2020-08-16 09:24:13.920,29.53919229853502,0.01813333333333323,0.6432533264160156,8800.244444444445,32051.0,9.0,0.647359,40.481481481481445,12.773316850159524
2020-08-16 09:24:28.920,29.92592472956046,0.026043865691873606,0.6451606750488281,9800.071109530898,43483.98924468345,13.0,0.587459,40.481481481481445,12.773316850159524
2020-08-16 09:24:43.920,27.38849039633872,0.019999999999999966,0.4464149475097656,8510.466666666667,32671.066666666666,13.0,0.587459,42.61179035527604,12.731978304120432
2020-08-16 09:24:58.920,23.435866879034172,0.019733333333333446,0.4478931427001953,6939.955555555555,31842.955555555553,13.0,0.587459,42.61179035527604,12.731978304120432
2020-08-16 09:25:13.920,23.023269215042607,0.02088888888888884,0.5461215972900391,5508.844444444444,32196.933333333334,17.0,0.587459,24.603703703703708,12.382674120666104
2020-08-16 09:25:28.920,23.382162117834024,0.019288888888888932,0.5473136901855469,4381.133333333333,28635.155555555553,17.0,0.587459,24.603703703703708,12.382674120666104
2020-08-16 09:25:43.920,0.08956411534402352,0.019377777777777775,0.5648136138916016,4307.866666666667,27152.177777777775,17.0,0.587459,7.97777777777781,12.522085591688144
2020-08-16 09:25:58.920,0.08506677486356919,0.02862222222222215,0.5648136138916016,6134.822222222222,40159.13333333333,1.0,0.587459,7.97777777777781,12.522085591688144
2020-08-16 09:26:13.920,0.11885079013914344,0.03911111111111107,0.5664348602294922,7739.866666666667,62950.82222222222,1.0,0.587459,8.477090766626095,12.467555282142103
2020-08-16 09:26:28.920,0.10377002172680556,0.03848888888888887,0.5664348602294922,7728.533333333334,64316.97777777778,1.0,0.587459,8.477090766626095,12.467555282142103
2020-08-16 09:26:43.920,0.007214899247841025,0.020444898775528388,0.5673885345458984,4823.907197937732,37693.65985910799,1.0,0.587459,9.603034717643917,12.144618299261685
2020-08-16 09:27:13.920,0.007343358717186727,0.00933333333333337,0.5700111389160156,3207.0888888888885,14918.02222222222,1.0,0.587459,9.603034717643917,12.144618299261685
2020-08-16 09:27:28.920,0.007516145364375652,0.010044444444444404,0.5700111389160156,3297.6,13841.822222222221,1.0,0.587459,5.56666666666662,12.169189591437368
2020-08-16 09:27:43.920,0.005944838701628986,0.009333125930534914,0.5700111389160156,3302.8154929890443,15748.850025554986,1.0,0.587459,5.56666666666662,12.169189591437368
2020-08-16 09:27:58.920,0.0049662846337321315,0.008088888888888984,0.5700588226318359,3267.511111111111,14427.177777777777,1.0,0.587459,5.300692330293874,12.17942626930724
2020-08-16 09:28:13.920,0.007292528409314942,0.006755705682348542,0.5700588226318359,4470.032667392608,16666.77037267495,1.0,0.587459,5.300692330293874,12.17942626930724
2020-08-16 09:28:43.920,0.007140311794172937,0.0071111111111111175,0.5708694458007812,5774.177777777777,16241.644444444444,1.0,0.587459,5.280787062757733,12.167524294559017
